Date,Bid,Descript,pred
2011/5/17,000063.SZ,涓叴閫氳 鍑哄敭 鍥芥皯 鎶€鏈?鑲′唤 浠?绛归泦 鍙戝睍 璧勯噾 ,1
2011/5/18,000063.SZ,鍥芥皯 鎶€鏈?涓€璺?鐙傝穼 浜?鑲′笢 涓叴閫氳 鏀捐█ 鍑忔寔 ,1
2011/5/19,000063.SZ,閾舵渤璇佸埜 涓叴閫氳 鏈夋湜 鍏戠幇 鎶曡祫鏀剁泭 ,1
2011/5/19,000063.SZ,涓叴 鍔?绉诲姩 瀹屾垚 LTE 澶栧満 娴嬭瘯 ,1
2011/5/19,000063.SZ,閾舵渤璇佸埜 缁存寔 涓叴閫氳 鎺ㄨ崘 璇勭骇 ,-1
2011/5/20,000063.SZ,涓叴 甯屾湜 浜?璁＄畻 鍑犲勾 鍚?鍗?鍏惰惀鏀?,1
2011/5/23,000063.SZ,鐢抽摱涓囧浗 閲嶇敵 涓叴閫氳 涔板叆 璇勭骇 ,1
2011/5/23,000063.SZ,鐢抽摱涓囧浗 涓叴閫氳 璁㈠崟 澧為暱 鎯呭喌 鐞嗘兂 ,-1
2011/5/25,000063.SZ,涓叴閫氳 棰勮 浠婂勾 閿€鍞 澧為暱 瓒?,-1
2011/5/27,000063.SZ,澶х瑪 鍑忔寔 鍥芥皯 鎶€鏈?涓叴閫氳 鏈?鍋?鍥炲簲 ,-1
2011/5/30,000063.SZ,涓叴閫氳 鎷╂満 鍑哄敭 鍥芥皯 鎶€鏈?鑲′唤鏈夐檺鍏徃 鑲′唤 ,-1
2011/5/30,000063.SZ,涓叴閫氳 鍑忔寔 鍥芥皯 鎶€鏈?鑲′唤 鑾峰埄 杩?,-1
2011/5/30,000063.SZ,涓叴 鏂?鎵撻€?鐭夸簳 涓?璇轰簹鏂硅垷 ,1
2011/5/31,000063.SZ,涓叴閫氳 鍑哄敭 鍥芥皯 鎶€鏈?鑲′唤 鑲℃潈 ,1
2011/5/31,000063.SZ,涓叴閫氳 澶т妇 鍑忔寔 鍥芥皯 鎶€鏈?濂楃幇 杩?,1
2011/5/31,000063.SZ,涓叴閫氳 澶?濂楃幇 浜?鍑忔寔 闃翠簯 鎴?渚濇棫 ,1
2011/5/31,000063.SZ,鍥芥皯 鎶€鏈?鑲′环 鍒涙柊 浣?涓叴 澶?濂楃幇 浜?,1
2011/6/1,000063.SZ,涓叴閫氳 鍊熶簯 璁＄畻 杩涘啗 IT 棰嗗煙 ,1
2011/6/1,000063.SZ,鍥芥皯 鎶€鏈?閬?涓叴閫氳 鍑忔寔 ,1
2011/6/2,000063.SZ,涓叴閫氳 鑾峰緱 涓浗鑱旈€?涓囬儴 鏅鸿兘鎵嬫満 璁㈠崟 ,-1
2011/6/2,000063.SZ,涓叴閫氳 涓?鑻卞浗 鐢典俊 缁撴垚 鐮斿彂 鍚堜綔浼欎即 ,1
2011/6/3,000063.SZ,涓叴閫氳 浜ゆ崲鏈?鎶㈠崰 鍏ㄧ悆 杩愯惀鍟?甯傚満浠介 绗簩 ,1
2011/6/7,000063.SZ,涓叴閫氳 璧?鍑哄幓 鎶曚骇 宸磋タ ,1
2011/6/7,000063.SZ,涓叴 鍙嶅嚮 鍗庝负 璇夊叾 涓夐」 涓撳埄 渚垫潈 ,1
2011/6/7,000063.SZ,涓叴 浜ゆ崲鏈?鎶㈠崰 鍏ㄧ悆 杩愯惀鍟?甯傚満浠介 绗簩 ,1
2011/6/7,000063.SZ,涓叴 鍙嶅嚮 鍗庝负 璇夊叾 涓夐」 涓撳埄 渚垫潈 ,1
2011/6/7,000063.SZ,涓叴 鍙嶅嚮 鍗庝负 璇夊叾 涓夐」 涓撳埄 渚垫潈 ,1
2011/6/8,000063.SZ,涓叴 浜ゆ崲鏈?鍏ㄧ悆 鎶?浠介 瀛?璺冨崌 鑷?绗簩浣?,1
2011/6/8,000063.SZ,鍗庝负 涓叴 涓?鍜岃В LTE 鍗冧嚎 璁㈠崟 浜夊ず鎴?娆ф床 鐖嗗彂 ,1
2011/6/8,000063.SZ,涓叴 鍖楃編 杩戜笁骞?澶嶅悎 澧為暱 鍔犻€?鍝佺墝 鎵╁紶 ,-1
2011/6/8,000063.SZ,鍗庝负 涓叴 鍐嶈捣 涓撳埄 娉㈡緶 ,-1
2011/6/8,000063.SZ,涓叴閫氳 浜ゆ崲鏈?鍏ㄧ悆 鎶?浠介 ,-1
2011/6/9,000063.SZ,涓叴閫氳 濮旀墭 涓浗閾惰 涓?鍏?鍊熸 浜跨編鍏?,-1
2011/6/9,000063.SZ,涓叴閫氳 寮€閫?骞垮窞 TDLTE 娴嬭瘯 鍖哄煙 ,1
2011/6/13,000063.SZ,涓叴閫氳 鑲′笢 鍑忔寔 鍏徃 鑲′唤 涓囪偂 ,1
2011/6/13,000063.SZ,鍩洪噾 鏈烘瀯 澶╁唴 澧炵 涓叴閫氳 ,1
2011/6/13,000063.SZ,楂樻妧鏈?浣?浼板€?鍙岄噸 璇辨儜 鍩洪噾 澶╁绛?涓叴 浜?,1
2011/6/13,000063.SZ,涓叴閫氳 灏?鍙備笌 绔炶喘 鍖楃數 缃戠粶 涓撳埄 璧勪骇 ,1
2011/6/13,000063.SZ,楂樻妧鏈?浣?浼板€?鍙岄噸 璇辨儜 鍩洪噾 澶╁绛?涓叴閫氳 ,-1
2011/6/14,000063.SZ,涓叴閫氳 鎷╂満 鍑哄敭 閮ㄥ垎 鍥芥皯 鎶€鏈?鑲′唤 ,-1
2011/6/14,000063.SZ,涓叴閫氳 鎺ц偂 鑲′笢 涓€绗?濂楃幇 浜垮ぇ 鑲′笢 鍑忔寔 鑰佽檸 鍑虹 ,1
2011/6/14,000063.SZ,涓叴 鑲′笢 鍑忔寔 浜?鎺ョ洏 鏂?璺昏韩 绗笁 鑲′笢 ,-1
2011/6/14,000063.SZ,涓叴閫氳 澶?鑲′笢 濂楃幇 浜?涓氬唴 绉版琛?鍛樺伐 婵€鍔?璧勯噾 ,-1
2011/6/15,000063.SZ,涓叴閫氳 澶╃媯 鎶?鍥芥皯 鎶€鏈?鑾峰埄 浜?,-1
2011/6/15,000063.SZ,涓叴閫氳 绉板ぇ 鑲′笢 鎴樼暐鎬?鍑忔寔 ,-1
2011/6/15,000063.SZ,婧环 鍑忔寔 杩?涓囪偂 涓叴閫氳 鎺ョ洏 鑰?鎴?鐜拌韩 鍗婂勾鎶?,1
2011/6/16,000063.SZ,涓叴閫氳 鍙戝竷 鍏ㄧ悆 棣栨 CDMALTE 鍙屾ā TR 鍒嗗竷寮?鍩虹珯 绯荤粺 ,1
2011/6/16,000063.SZ,涓叴閫氳 鑾烽噾 铚滆渹 棰嗚 鍨?浼佷笟 ,-1
2011/6/16,000063.SZ,涓叴 缇庡浗 鎮勭劧 鎵╁紶 ,1
2011/6/16,000063.SZ,涓叴閫氳 鍑忔寔 涓?琚?鍑忔寔 娓告垙 鎴?缁х画 ,1
2011/6/16,000063.SZ,缇?鑱旈偊 娉曢櫌 瑁佸畾 涓叴閫氳 鐩楃敤 缇?鍏徃 杞欢 ,1
2011/6/17,000063.SZ,涓叴 鑱斿悎 鐢典俊 鎺?鍏ㄧ郴鍒?CDMA 鏅鸿兘 缁堢 ,-1
2011/6/17,000063.SZ,娴峰 鎵╁紶 鎬ラ渶 鐜伴噾 杈撹 涓叴閫氳 瀵嗛泦 鎶涘敭 鍥芥皯 鎶€鏈?宸?濂楃幇 ,1
2011/6/21,000063.SZ,涓叴閫氳 楂樻竻 瑙嗛浼氳 绯荤粺 寮€鎷?鍖楃編 甯傚満 ,-1
2011/6/21,000063.SZ,闀垮煄 璇佸埜 閫氫俊 琛屼笟 鍊煎緱 鍏虫敞 ,1
2011/6/23,000063.SZ,涓叴閫氳 灏?涓?浜?璁＄畻 娉ㄨ祫 浜跨編鍏?,-1
2011/6/23,000063.SZ,涓叴 鏄庡勾 鎴?鎺?G 鐗?骞虫澘 鐢佃剳 ,1
2011/6/24,000063.SZ,姘戞棌 璇佸埜 涓叴閫氳 閲嶇偣 甯冨眬 浜?璁＄畻 ,1
2011/6/24,000063.SZ,涓叴閫氳 鍐?鎶?鍥芥皯 鎶€鏈?,-1
2011/6/24,000063.SZ,涓叴閫氳 鍐嶆 鍑忔寔 鍥芥皯 鎶€鏈?濂楃幇 ,-1
2011/6/24,000063.SZ,涓叴閫氳 鍐?鎶?鍥芥皯 鎶€鏈?涓囪偂 涓ゆ湀娆?鍑忔寔 浠?绋冲眳 浜?鑲′笢 ,1
2011/6/24,000063.SZ,涓滄柟 璇佸埜 鍏夐€氫俊 琛屼笟 鎴栫幇 鎶曡祫鎬?鏈轰細 ,-1
2011/6/27,000063.SZ,涓叴閫氳 绠＄悊灞?澧炴寔 鍏徃鑲＄エ ,-1
2011/6/27,000063.SZ,涓滄柟 璇佸埜 涓叴閫氳 鏂?涓氬姟 灏嗘垚 鍒╂鼎 澧為暱鐐?,-1
2011/6/28,000063.SZ,鐢抽摱涓囧浗 涓叴閫氳 涓嬪崐骞?灏?蹇€熷闀?,-1
2011/6/28,000063.SZ,涓俊璇佸埜 涓叴閫氳 褰撳墠 浼板€?鍋忎綆 ,-1
2011/6/28,000063.SZ,姘戞棌 璇佸埜 涓叴閫氳 楂樼 澧炴寔 鎴?鎻愭尟 鑲′环 ,-1
2011/6/28,000063.SZ,涓叴閫氳 楂樼 澧炴寔 褰版樉 瀵?鍏徃 鍙戝睍 淇″績鍗佽冻 ,1
2011/6/28,000063.SZ,涓叴閫氳 楂樼 澧炴寔 鍑告樉 淇″績 ,-1
2011/6/28,000063.SZ,鍏夊ぇ 璇佸埜 涓叴閫氳 楂樼 澧炴寔 鏄?淇″績 ,1
2011/6/28,000063.SZ,涓滄柟 璇佸埜 涓叴閫氳 楂樼 澧炴寔 鐪嬪ソ 鍙戝睍鍓嶆櫙 ,1
2011/6/28,000063.SZ,涓叴閫氳 楂樼 闆嗕綋 澧炴寔 鑰楄祫 涓?,-1
2011/6/28,000063.SZ,涓叴閫氳 鏈?璧?灏?鍦?宸磋タ 鐢熶骇 骞虫澘 鐢佃剳 ,-1
2011/6/28,000063.SZ,娴烽€?璇佸埜 涓叴閫氳 鎺ㄥ姩 浜?璁＄畻 涓氬姟 鎷撳睍 ,1
2011/6/28,000063.SZ,涓叴閫氳 鏈?寮€濮?鍦?宸磋タ 鐢熶骇 骞虫澘 鐢佃剳 ,-1
2011/6/28,000063.SZ,涓叴閫氳 楂樼 闆嗕綋 鏂ヨ祫 涓?澧炴寔 ,-1
2011/6/28,000063.SZ,鍏夊ぇ 璇佸埜 涓嬪崐骞?閫氫俊 琛屼笟 鏈夋湜 澶嶈嫃 ,1
2011/6/29,000063.SZ,鑺墖 鍟?Inside 涓?涓叴 鎵╁ぇ 鍚堜綔 ,1
2011/6/29,000063.SZ,涓叴閫氳 澶氬悕 楂樼 澧炴寔 涓?鍝埇 ,1
2011/6/29,000063.SZ,涓叴 CMMB 鏅鸿兘鎵嬫満 鎶㈡哗 甯傚満 ,1
2011/6/29,000063.SZ,涓叴閫氳 澶氬悕 楂樼 澧炴寔 涓?鍝埇 ,-1
2011/6/29,000063.SZ,涓叴閫氳 澶氬悕 楂樼 澧炴寔 涓?鍝埇 ,1
2011/6/29,000063.SZ,淇?杈?璇佸埜 鍏夐€氫俊 琛屼笟 灏?闀挎湡 澶勪簬 鏅皵 鏈?,1
2011/6/30,000063.SZ,涓叴閫氳 骞村害 鍒╂鼎鍒嗛厤 鑲℃潈 鐧昏鏃?涓?,-1
2011/6/30,000063.SZ,鑱旀墜 涓?鑱旈€?涓叴 鎼呭眬 鍗冨厓 鏅鸿兘鏈?甯傚満 ,-1
2011/6/30,000063.SZ,Q 涓叴閫氳 PTN 甯傚満鍗犳湁鐜?灞?绗竴 ,1
2011/7/5,000063.SZ,閫氫俊 琛屼笟 鎶婃彙 涓嬪崐骞?鎶曡祫 鏈轰細 ,1
2011/7/7,000063.SZ,鍥芥嘲鍚涘畨 涓叴閫氳 瑙勬ā 浠?鏈?杈冨ぇ 鎻愬崌 绌洪棿 ,1
2011/7/8,000063.SZ,涓叴閫氳 涓?鍏ㄨ祫 瀛愬叕鍙?璐锋 浜跨編鍏?鎻愪緵 鎷呬繚 ,-1
2011/7/8,000063.SZ,鑱氶 鍏夌數 浠婁笂 浼?涓叴閫氳 涓?鍏?瀹㈡埛 鍏?鑲′笢 ,1
2011/7/8,000063.SZ,鐢抽摱涓囧浗 涓嬪崐骞?閫氫俊 璁惧 琛屼笟 鏅皵 搴?鎴?鎻愬崌 ,-1
2011/7/11,000063.SZ,涓叴 绗竴鏈?鑲℃潈 婵€鍔?璁″垝 寮€濮?绗笁娆?瑙ｉ攣 ,-1
2011/7/11,000063.SZ,涓叴閫氳 绛?浜跨編鍏?閾跺洟璐锋 鍗忚 ,-1
2011/7/11,000063.SZ,涓叴閫氳 鑾?浜跨編鍏?閾跺洟璐锋 ,-1
2011/7/11,000063.SZ,涓叴 鍗冨 鍛樺伐 鏈熸潈 鍐嶆 瑙ｉ攣 甯傚€?浜垮鍏?,-1
2011/7/15,000063.SZ,涓叴 璁″垝 杩涘啗 娆х編 鎵嬫満 甯傚満 ,-1
2011/7/20,000063.SZ,涓叴 鎷?鑱旀墜 楂樼 杩愯惀鍟?鑷村姏 鎶€鏈紑鍙?,1
2011/7/20,000063.SZ,涓叴 閫氫俊 鑾?鏂噷鍏板崱 鐢典俊 缃戠粶 鏀归€?鍚堝悓 ,-1
2011/7/20,000063.SZ,涓叴閫氳 涓囪偂 闄愬敭 鑲℃棩 瑙ｇ ,-1
2011/7/21,000063.SZ,涓叴閫氳 澶?涓囪偂 鏈熸潈 瑙ｇ ,1
2011/7/22,000063.SZ,涓叴閫氳 璁剧珛 浜?浜烘皯甯?鍩洪噾 榧撳姳 鍛樺伐 鍒涙柊 ,1
2011/7/22,000063.SZ,涓叴閫氳 浠?鏈?宸ㄥぇ 鍙戝睍 绌洪棿 ,-1
2011/7/25,000063.SZ,涓叴閫氳 鍑鸿祫 鎴愮珛 璐㈠姟 鍏徃 ,-1
2011/7/26,000063.SZ,涓叴閫氳 鎷?鍦?鍏ㄧ悆 寤哄崄鎵€ 鍒涙柊 涓績 ,1
2011/7/27,000063.SZ,QiComm 鎴愪负 涓叴閫氳 鑻卞浗 绯荤粺闆嗘垚 鍚堜綔浼欎即 ,1
2011/7/28,000063.SZ,涓叴閫氳 涓€瀛ｅ害 鍥虹綉 缁堢 鍏ㄧ悆 澧為€?绗竴 ,1
2011/7/29,000063.SZ,涓叴閫氳 璁″垝 寤鸿 鍒嗛攢 娓犻亾 杩涘叆 鑻卞浗 甯傚満 ,1
2011/8/3,000063.SZ,娓ゆ捣 璇佸埜 缁х画 绛夊緟 閫氫俊 琛屼笟 鍩烘湰闈?鏄庢湕 ,-1
2011/8/10,000063.SZ,涓叴閫氳 涓婂崐骞?瀹炵幇 鍑€鍒╂鼎 鍚屾瘮 闄?,1
2011/8/10,000063.SZ,涓叴閫氳 涓婂崐骞?鍑€鍒╂鼎 鍚屾瘮 涓嬮檷 ,1
2011/8/10,000063.SZ,涓叴閫氳 涓湡 鐩堝埄 浜块檷 閫?涓€鎴?,-1
2011/8/10,000063.SZ,涓叴閫氳 涓婂崐骞?鍑€鍒?鍚屾瘮 闄?,-1
2011/8/10,000063.SZ,鏈潵 骞?涓叴閫氳 灏?缁嗚€?鍩冨淇勬瘮浜?鐢典俊 浜т笟閾?,1
2011/8/11,000063.SZ,涓滄柟 璇佸埜 涓叴閫氳 鐩爣浠?鍏?,-1
2011/8/11,000063.SZ,鐢抽摱涓囧浗 涓嬭皟 涓叴閫氳 骞?鐩堝埄 棰勬祴 ,-1
2011/8/11,000063.SZ,涓噾鍏徃 鍏虫敞 涓叴閫氳 鑲′环 鍥炶皟 鎴栫幇 鎶曡祫 鏈轰細 ,1
2011/8/11,000063.SZ,涓叴閫氳 涓湡 钀ユ敹 浜?鎵嬫満 閿€閲?灞?鍏ㄧ悆 绗簲 ,-1
2011/8/12,000063.SZ,涓叴閫氳 鍒╂鼎 涓嬫粦 寮曞彂 鑲′环 澶ц穼 ,1
2011/8/12,000063.SZ,涓叴閫氳 鐞嗘€?鐪嬪緟 鍏徃 浜у搧 姣涘埄鐜?鐭湡 涓嬫粦 ,1
2011/8/15,000063.SZ,鍙楃泭 浜?涓叴閫氳 閲囪喘 瓒呭０ 鐢靛瓙 涓婂崐骞?鍑€鍒?澧為暱 瓒?涓夋垚 ,1
2011/8/15,000063.SZ,涓叴閫氳 姣涘埄鐜?璺岀牬 鍑€鍒?涓嬫粦 鑲′环 澶ц穼 ,-1
2011/8/16,000063.SZ,涓叴閫氳 棰勮 鍏ㄥ勾鏀跺叆 浜?涔板叆 鏃舵満宸插埌 ,-1
2011/8/24,000063.SZ,涓叴閫氳 鏅鸿兘鎵嬫満 涓?鍏堥攱 缁堢 涓氬姟 淇冩垚 闀?,1
2011/8/24,000063.SZ,涓叴閫氳 鏅鸿兘鎵嬫満 涓?鍏堥攱 缁堢 涓氬姟 淇冩垚 闀?,1
2011/8/25,000063.SZ,涓叴閫氳 鍐嶅害 鍑忔寔 鍥芥皯 鎶€鏈?濂楃幇 ,1
2011/8/26,000063.SZ,涓叴閫氳 鏄傝吹 鐨?鎵╁紶 鏄惁 鍊煎緱 ,-1
2011/8/26,000063.SZ,鍏夐€氫俊 琛屼笟 杩庢潵 鍗佸勾 涓€閬?鐨?鏅皵 鍛ㄦ湡 ,1
2011/8/29,000063.SZ,缇庡浗 璧勬湰 闆嗗洟 澧炴寔 涓叴 鑷?,1
2011/8/30,000063.SZ,涓叴閫氳 鑱樹换 鏇瑰穽涓?璇佸埜 浜嬪姟 浠ｈ〃 ,-1
2011/8/30,000063.SZ,涓叴閫氳 涓婂崐骞?鍑€鍒╂鼎 涓嬮檷 ,1
2011/8/30,000063.SZ,涓叴閫氳 涓婂崐骞?鍑€鍒╂鼎 鍚屾瘮 鍑忓皯 ,1
2011/8/30,000063.SZ,閫氫俊 琛屼笟 杩愯惀鍟?棰嗚 閫氫俊 鏉垮潡 琛ㄧ幇 寮哄娍 ,1
2011/8/31,000063.SZ,鍏夊ぇ 璇佸埜 涓夊ぇ 鏈洪亣 鏈夋湜 鎴愬氨 涓叴閫氳 鏈潵 鍙戝睍 ,-1
2011/8/31,000063.SZ,涓滄柟 璇佸埜 涓叴閫氳 鐩墠 鑲′环 鏄?涓暱鏈?涔扮偣 ,-1
2011/8/31,000063.SZ,鍥戒俊 璇佸埜 寤鸿 鍦?鑲′环 鍥炶皟 涓?閫愭 澧炰粨 涓叴閫氳 ,1
2011/8/31,000063.SZ,涓叴閫氳 瑙勬ā 鎵╁紶 浠樺嚭浠ｄ环 ,-1
2011/8/31,000063.SZ,涓叴閫氳 瑙勬ā 鎵╁紶 浠樺嚭浠ｄ环 ,-1
2011/9/1,000063.SZ,绗竴 鍒涗笟 涓叴閫氳 鏈潵 鏁板勾 涓氱哗 灏?纭畾鎬?澧為暱 ,1
2011/9/1,000063.SZ,鐢抽摱涓囧浗 涓叴閫氳 涓嬪崐骞?鍥藉唴 鏀跺叆 澧為€?鏈夋湜 鎭㈠ ,-1
2011/9/1,000063.SZ,浜ら摱 鍥介檯 涓叴閫氳 姣涘埄鐜?涓嬫粦 杩囧揩 ,1
2011/9/1,000063.SZ,娓ゆ捣 璇佸埜 鍏虫敞 閫氫俊 琛屼笟 鎶曡祫 澧為暱 鎯呭喌 浠?纭畾 浼板€?鎷愮偣 ,-1
2011/9/2,000063.SZ,涓叴閫氳 涓氱哗 澧為暱 棰勬湡 鏈夋湜 杈惧埌 鎺ㄨ崘 璇勭骇 ,1
2011/9/5,000063.SZ,涓叴閫氳 娆ф床 鎵嬫満 甯傚満鍗犳湁鐜?鎷?鍗囪嚦 ,-1
2011/9/5,000063.SZ,涓叴閫氳 璺岃繎 浣?閲庢潙 缁瘎 涔板叆 涓婃湜 鍏?,-1
2011/9/5,000063.SZ,閲庢潙 缁存寔 涓叴閫氳 涔拌繘 璇勭骇 鐩爣浠?娓厓 ,-1
2011/9/5,000063.SZ,涓叴閫氳 鍏徃 浼板€?澶勪簬 浣庝綅 寮虹儓鎺ㄨ崘 璇勭骇 ,1
2011/9/6,000063.SZ,鍗庢嘲 鑱斿悎 鏈懆 缁х画 鐪嬪ソ 涓浗鑱旈€?鍜?涓叴閫氳 ,1
2011/9/8,000063.SZ,鎶曡祫 鎶ュ憡 涓叴閫氳 绉瀬 鎵ц 瑙勬ā 涓?鐜?鎴樼暐 ,1
2011/9/9,000063.SZ,鍒稿晢 璇勭骇 缁欎簣 涓叴閫氳 涔板叆 璇勭骇 ,-1
2011/9/9,000063.SZ,鐢抽摱涓囧浗 涓叴閫氳 鐩爣浠?鍏?,-1
2011/9/14,000063.SZ,涓叴閫氳 涓栫晫 鍓?涓?灏?鍦?鍓嶆柟 涓嶈繙澶?,1
2011/9/14,000063.SZ,绗竴 鍒涗笟 涓叴閫氳 鏈潵 姣涘埄鐜?鏈夋湜 閫愭 涓婂崌 ,-1
2011/9/14,000063.SZ,涓叴閫氳 涓栫晫 鍓?涓?灏?鍦?鍓嶆柟 涓嶈繙澶?,1
2011/9/14,000063.SZ,涓滄柟 璇佸埜 寤鸿 绉瀬 閰嶇疆 閫氫俊 浼犲獟 琛屼笟 鍥涘ぇ 涓偂 ,1
2011/9/15,000063.SZ,涓叴閫氳 缁忚惀 鎴樼暐 璋冩暣 鍚?鍒╂鼎鐜?鏈夋湜 浼佺ǔ 鎻愬崌 鑲＄エ 杩涘叆 閰嶇疆 鍖洪棿 ,-1
2011/9/15,000063.SZ,涓噾鍏徃 涓叴閫氳 鑲′环 涓嬭穼 绌洪棿 鏈夐檺 鐩爣浠?鍏?,1
2011/9/16,000063.SZ,娓ゆ捣 璇佸埜 鍏虫敞 鎶曡祫 閲婃斁 浠?纭畾 閫氫俊 琛屼笟 鎷愮偣 鍑虹幇 ,-1
2011/9/19,000063.SZ,涓叴閫氳 涓爣 涔屾媺鍦?鐢典俊 鍏ㄥ浗 GPON 椤圭洰 ,-1
2011/9/19,000063.SZ,涓滄柟 璇佸埜 閫氫俊 鍙?浼犲獟 琛屼笟 寤鸿 閰嶇疆 鍙?涓偂 ,1
2011/9/20,000063.SZ,涓叴閫氳 鑾?甯冮殕杩?鍥藉 楠ㄥ共缃?椤圭洰 璁㈠崟 ,1
2011/9/22,000063.SZ,鍥芥嘲鍚涘畨 澶氶噸 鍒╁ソ 棰勭ず 閫氫俊 琛屼笟 鎶曡祫 灏?鎸佺画 鎻愬崌 ,1
2011/9/23,000063.SZ,涓叴 鎷?鏄庡勾 瀛ｅ害 鎺ㄥ嚭 G 鎵嬫満 ,-1
2011/9/23,000063.SZ,涓叴 鎷?鏄庡勾 浜屽搴?鍦?鍙戣揪鍥藉 鎺?G 鎵嬫満 ,1
2011/9/23,000063.SZ,瀹変俊 璇佸埜 鍏夐€氫俊 鏉垮潡 鏄庢樉 鍙楃泭 閫氫俊 琛屼笟 鍗佷簩浜?瑙勫垝 ,-1
2011/9/26,000063.SZ,涓叴閫氳 鍔犵揣 甯冮樀 缁堢璁惧 ,-1
2011/9/26,000063.SZ,涓叴 闄堟柊瀹?涓婂崐骞?涓氬姟 浜у搧 閿€鍞 鍚屾瘮 澧?,1
2011/9/26,000063.SZ,鍥芥嘲鍚涘畨 鍗佷簩浜?閫氫俊 琛屼笟 鎶曡祫 灏?鍋忓悜 浜?瀹藉甫 棰嗗煙 ,1
2011/9/26,000063.SZ,鍥介噾 璇佸埜 鎺ㄨ崘 閫氫俊 璁惧 琛屼笟 绫?鎶曡祫 缁勫悎 ,1
2011/9/28,000063.SZ,涓叴閫氳 楂橀€?浜掕仈缃?娴嬭瘯 鎴愬姛 ,-1
2011/9/29,000063.SZ,鍏夊ぇ 璇佸埜 涓叴閫氳 鍚堢悊 鐩爣浠?涓哄厓 ,-1
2011/9/30,000063.SZ,涓叴閫氳 鍙?椹卞姩 鏂?澧為暱 涔板叆 ,-1
2011/9/30,000063.SZ,涓叴閫氳 鏂?甯傚満 椹卞姩 鏂?澧為暱 缁欎簣 涔板叆 璇勭骇 ,1
2011/10/10,000063.SZ,閲庢潙 璇佸埜 涓嬭皟 涓叴閫氳 鐩爣浠?鑷?娓厓 ,1
2011/10/10,000063.SZ,鍏夊ぇ 璇佸埜 閫氫俊 琛屼笟 鐭湡鍐?闅炬湁 澶у箙 涓婃定 鍔ㄥ姏 ,-1
2011/10/12,000063.SZ,浼?绗笁瀛ｅ害 涓氱哗 涓嶄匠 涓叴閫氳 鏃?鏆磋穼 杩?,-1
2011/10/12,000063.SZ,浼犱笁 瀛ｆ姤 涓氱哗 涓嶄匠 涓叴閫氳 鏆磋穼 杩?,-1
2011/10/14,000063.SZ,涓叴閫氳 璺ㄨ秺 涓夐亾鍧?缂旈€?鍏徃 甯濆浗 ,1
2011/10/14,000063.SZ,涓叴 涓?ATT 鍏徃 瀹氬埗 鏅鸿兘鎵嬫満 鍗冲皢 涓婂競 ,-1
2011/10/14,000063.SZ,涓叴閫氳 璺ㄨ秺 涓夐亾鍧?缂旈€?鍏徃 甯濆浗 ,1
2011/10/14,000063.SZ,鍥介噾 璇佸埜 涓叴閫氳 鏈€浣?涔扮偣 宸插埌 寤鸿 鍧氬畾 涔板叆 ,-1
2011/10/17,000063.SZ,鍏翠笟 璇佸埜 鍏虫敞 鏈潵 骞?閫氫俊 琛屼笟 缁撴瀯鎬?澧為暱 鏈轰細 ,-1
2011/10/19,000063.SZ,娴烽€?璇佸埜 閫氫俊 璁惧 琛屼笟 閲嶇偣 鎺ㄨ崘 鍙?涓偂 ,-1
2011/10/24,000063.SZ,鍏翠笟 璇佸埜 鍏虫敞 閫氫俊 璁惧 琛屼笟 涓?纭畾 缁撴瀯鎬?澧為暱 鏈轰細 ,-1
2011/10/24,000063.SZ,鍏翠笟 璇佸埜 閫氫俊 璁惧 琛屼笟 鎺ㄨ崘 鏉?鎶曡祫 涓荤嚎 ,-1
2011/10/27,000063.SZ,鍏憡 娣卞湷 涓叴 鏂?閫氳 鏃?灏?鍙戣 浜垮勾 鏈?鍏徃鍊?,-1
2011/10/27,000063.SZ,涓叴閫氳 鍓?涓夊搴?鍑€鍒╂鼎 鍚屾瘮 涓嬮檷 ,1
2011/10/28,000063.SZ,涓叴閫氳 Q 鍑€鍒╂鼎 浜?缁堢 鏀跺叆 鍚屾瘮 澧?,1
2011/10/28,000063.SZ,鐢抽摱涓囧浗 涓叴閫氳 鐩爣浠?鍏?,-1
2011/10/28,000063.SZ,涓叴 杩戞湡 涓嶄細 瀵绘眰 涓?缇?杩愯惀鍟?杈炬垚 缃戠粶鍗忚 ,-1
2011/10/28,000063.SZ,涓叴閫氳 钀ユ敹 澧為暱 鍔犻€?鍜?姣涘埄鐜?鍥炲崌 鏄?浜偣 涔愯 鐪嬪緟 娴峰 鎵╁紶 杩涚▼ ,1
2011/10/28,000063.SZ,鍥芥嘲鍚涘畨 涓叴閫氳 鐭湡 涓氱哗 涓嶇‘瀹氭€?杈冨ぇ ,-1
2011/10/31,000063.SZ,鑺辨棗 缁存寔 涓叴閫氳 涔板叆 璇勭骇 ,1
2011/11/1,000063.SZ,涓叴閫氳 鐭湡 姹囧厬 鎹熷け 涓嶆敼 闀挎湡 鍚?濂?瓒嬪娍 ,-1
2011/11/2,000063.SZ,涓叴 鏈?灏?鍦?缇?鍙戝敭 楂樼 鏅鸿兘 鎵?ZTEWarp ,-1
2011/11/3,000063.SZ,鍗庢嘲 鑱斿悎 涓叴閫氳 鏈潵 姣涘埄鐜?鏈夋湜 鍥炲崌 ,1
